sensor type id,sensor name,latitude,longitude
17,SG-TS-DS1 E,34.06073143,-118.4128388
17,SG-TS-DS1 N,34.06083556,-118.4129232
17,SG-TS-DS1S  ,34.06067335,-118.4129495
17,SG-TS-DS1W  ,34.06078053,-118.4130263
