sensor type id,sensor name,latitude,longitude
19,MPBX-CC-001,34.06041284,-118.413593
19,MPBX-CC-002,34.06033672,-118.4135134
19,MPBX-CC-003,34.06032053,-118.4137487
19,MPBX-CC-004,34.0602148,-118.4136508
19,MPBX-CC-005,34.06021211,-118.4138753
19,MPBX-CC-006,34.06013738,-118.4137887
