sensor type id,sensor name,latitude,longitude
20,SS-AR5-86,34.06193911,-118.4112569
20,SS-AR5-87,34.06189196,-118.411223
20,SS-AR5-88,34.06184482,-118.411189
20,SS-AR5-89,34.06152051,-118.4109556
20,SS-AR5-90,34.06156765,-118.4109896
20,SS-AR5-91,34.0616148,-118.4110235
20,SS-AR5-92,34.06286306,-118.4098588
20,SS-AR5-94,34.06291189,-118.4099771
20,SS-AR5-95,34.0629363,-118.4100363
20,SS-AR5-CP34-1,34.06718062,-118.4020999
20,SS-AR5-CP34-2,34.06696653,-118.4021022
20,SS-AR5-CP35-1,34.06718004,-118.4047264
20,SS-AR5-CP35-2,34.06697536,-118.4047257
20,SS-AR5-CP36-1,34.0671759,-118.4069817
20,SS-AR5-CP36-2,34.06696026,-118.4069542
20,SS-AR5-CP36-3,34.06690561,-118.4069472
20,SS-AR5-CP36-4,34.06685096,-118.4069402
20,SS-AR5-CP37-1,34.06641198,-118.409001
20,SS-AR5-CP37-2,34.0662575,-118.4088223
20,SS-AR5-CP38-2,34.06505836,-118.4101027
20,SS-AR5-CP38-3,34.06504507,-118.4100386
20,SS-AR5-CP38-4,34.06503178,-118.4099745
20,SS-AR5-CP38-5,34.0649793,-118.4097256
20,SS-AR5-CP38-6,34.06496617,-118.4096644
20,SS-AR5-CP38-7,34.06495302,-118.4096031
20,SS-AR5-CP39-2,34.06405055,-118.4098789
20,SS-AR5-CP40-3,34.06233947,-118.4110377
20,SS-AR5-CP40-5,34.06227631,-118.4109297
20,SS-AR5-CP40-6,34.06224473,-118.4108756
20,SS-AR5-CP40-7,34.06221315,-118.4108216
20,SS-AR5-CP40-8,34.06209167,-118.4106137
20,SS-AR5-CP40-9,34.06206009,-118.4105596
20,SS-AR5-CP40-10,34.06202851,-118.4105056
20,SS-AR5-CP40-12,34.06196535,-118.4103975
20,SS-AR5-CP40-9,34.06206011,-118.4105596
20,SS-AR5-CP40-10,34.062028,-118.410506
20,SS-AR5-CP40-12,34.06196531,-118.4103974
