sensor type id,sensor name,latitude,longitude
18,IS-CC-E1,34.06008069,-118.4138155
18,IS-CC-E6,34.06015024,-118.4138859
18,IS-CC-E10,34.06020719,-118.4139459
18,IS-CC-N5,34.06016294,-118.4140302
18,IS-CC-N15,34.06002657,-118.4142105
18,IS-CC-N31,34.05980433,-118.4145125
18,IS-CC-S5,34.06001644,-118.4138789
18,IS-CC-S15,34.05989437,-118.4140589
18,IS-CC-S31,34.05967182,-118.4143695
